"date","price","receive_count","sent_count","avg_fee","blocksize","btchashrate","OIL","ecr20_transfers","GOLD","searches","hashrate","marketcap","difficulty","s&p500","transactionfee","transactions","tweet_count","unique_adresses","VIX","UVYX"
2019-04-16,166.9,171578,171328,0.1,22688,38771469.7931489,64.05,346998,1328.1,3,151780.8453,17639.4617370469,1896.986,2907.06,4.12885718539058e+20,656461,4830,61519673,12.18,319.8
2019-04-17,167.02,178250,168502,0.11,20874,43856252.7168405,63.76,361307,1327.6,3,148013.0854,17654.4115128194,1863.102,2900.45,4.33035932405946e+20,681896,5906,61624778,12.6,322.7
2019-04-18,174.6,189068,163243,0.11,21212,43856252.7168405,64,421910,1326.9,3,147588.2697,18458.0097533438,1854.243,2905.03,4.50457669311788e+20,697650,5855,61735317,12.09,315.6
2019-04-19,174.13,207530,171200,0.09,20811,43856252.7168405,64,377642,1277.9,3,150842.0119,18410.7088791141,1881.714,2905.03,3.72532128951198e+20,693183,5033,61837821,12.09,315.6
2019-04-20,173.96,268390,154383,0.07,20168,41631660.1877254,64,353886,1277.9,3,149431.5319,18395.1028751787,1873.586,2905.03,2.9132661262838e+20,686824,4939,61939483,12.09,315.6
2019-04-21,170.3,202821,172137,0.08,20870,41631660.1877254,64,394887,1277.9,3,150581.2768,18010.4192660031,1876.835,2905.03,3.11141004726166e+20,631190,5636,62037442,12.09,315.6
2019-04-22,171.9,199284,196363,0.09,21123,41631660.1877254,65.7,461668,1328.5,3,152211.0941,18181.9774477969,1905.395,2907.97,3.60044816999622e+20,719306,5821,62159315,12.42,310.8
2019-04-23,170.66,217898,183166,0.09,21970,36634060.0211406,66.3,437586,1323.8,3,150491.558,18053.1325372956,1895.957,2933.68,3.89700714467282e+20,729268,6310,62283460,12.28,307.5
2019-04-24,166.05,198779,172817,0.09,20009,36634060.0211406,65.89,439083,1329.9,3,147605.7983,17567.7258367828,1853.654,2927.25,3.6862264967848e+20,668917,6588,62407771,13.14,318
2019-04-25,152.99,189268,170585,0.07,20132,36634060.0211406,65.21,338777,1330.2,3,148047.3709,16188.1000511184,1850.592,2926.17,3.1858545387078e+20,680812,5783,62500690,13.25,327
2019-04-26,156.45,180112,172613,0.1,20024,47687440.1999331,63.3,366001,1339.2,3,148934.0643,16556.3600447109,1848.837,2939.88,4.07862070775424e+20,661061,4559,62606070,12.73,310.8
2019-04-27,158.36,154787,140881,0.07,16417,47687440.1999331,63.3,282692,1339.2,3,151569.4474,16760.6540781663,1894.07,2939.88,2.63999822988734e+20,562687,4344,62685257,12.73,310.8
2019-04-28,158.05,156342,152289,0.07,17957,47687440.1999331,63.3,358990,1339.2,3,150065.793,16729.9934185203,1885.095,2939.88,2.76424986178434e+20,593482,4347,62761955,12.73,310.8
2019-04-29,156.69,170040,163728,0.08,19214,51477170.5469476,63.5,365242,1331.6,3,152499.316,16588.1776641441,1905.69,2943.03,3.08482304567181e+20,628989,4426,62840549,13.11,318.2
2019-04-30,164.39,193979,170643,0.08,20890,51477170.5469476,63.91,423180,1335.7,3,154027.76,17405.5912590722,1928.695,2945.83,3.3281697154639e+20,707771,5642,62915992,13.12,317.9
2019-05-01,161.42,196783,175465,0.08,20186,51477170.5469476,63.6,387502,1334.2,3,153722.9371,17093.3377540319,1919.593,2923.73,3.47049120102901e+20,703790,4946,63004268,14.8,335.9
2019-05-02,161.29,158976,159322,0.2,24056,58109198.6542231,61.81,310343,1322.2,3,152292.7053,17081.7723232822,1908.352,2917.52,7.79257986582213e+20,626308,4366,63083040,14.42,337.1
2019-05-03,168.24,173774,163632,0.09,21965,58109198.6542231,61.94,375126,1331.7,3,149734.1014,17820.0956500875,1896.925,2945.64,3.7723536943426e+20,670882,4840,63160696,12.87,313.4
2019-05-04,163.61,157037,150639,0.08,18463,58109198.6542231,61.94,336725,1331.7,3,157316.5166,17331.9454929816,1945.627,2945.64,3.12588271054329e+20,623395,4598,63234170,12.87,313.4
2019-05-05,163.94,166330,150252,0.08,19106,42978500.6950398,61.94,332600,1331.7,3,156285.5768,17369.1392652881,1958.102,2945.64,3.22436433955547e+20,637464,3989,63314285,12.87,313.4
2019-05-06,173.7,176380,173603,0.1,24830,42978500.6950398,62.25,364582,1334,3,152371.8572,18405.5499117844,1917.967,2932.47,3.94664474888322e+20,706135,4825,63393670,15.44,338.8
2019-05-07,168.59,174171,175008,0.12,28009,42978500.6950398,61.4,345881,1335.8,3,155268.599,17866.3820068772,1945.361,2884.05,4.69331553361573e+20,658146,5495,63472277,19.32,423.2
2019-05-08,171.42,177773,172819,0.1,24559,50641334.152295,62.12,340650,1331.4,3,153710.6,18168.6192146869,1933.129,2879.42,3.96119251758527e+20,686996,4816,63549422,19.4,412.9
2019-05-09,170.86,189168,169991,0.09,22854,50641334.152295,61.7,407535,1335.1,3,154275.3123,18111.5908929019,1933.476,2870.72,3.85012315730408e+20,718440,3830,63628457,19.1,411.3
2019-05-10,172.5,195147,181485,0.1,22895,50641334.152295,61.66,499608,1337.2,3,154745.8825,18287.8032921094,1925.41,2881.4,4.28289673154479e+20,736762,4272,63729196,16.040001,364.4
2019-05-11,192.44,196315,175449,0.09,22665,43311667.3670944,61.66,409162,1337.2,3,155036.8502,20404.3831492913,1949.808,2881.4,3.64548831687809e+20,742337,5644,63823244,16.040001,364.4
2019-05-12,188.14,188596,168867,0.1,21533,43311667.3670944,61.66,379982,1337.2,7,157778.9209,19951.0302339469,1970.526,2881.4,3.63428942254162e+20,715827,4824,63905541,16.040001,364.4
2019-05-13,195.83,212634,202501,0.12,23003,43311667.3670944,61.04,439445,1350.2,7,155740.5065,20769.1593655691,1964.09,2811.87,4.69420814572339e+20,758695,5181,64007066,20.549999,442.5
2019-05-14,217.16,237811,219549,0.14,24211,50641334.152295,61.78,445781,1343.4,7,160908.952,23034.3363191812,2005.848,2834.41,5.29145568702744e+20,830785,6042,64120144,18.059999,408
2019-05-15,248.64,246244,242480,0.19,25388,50641334.152295,62.02,460125,1344.5,7,162979.116,26376.86228667,2027.559,2850.96,6.61284199725175e+20,847606,6138,64239853,16.440001,382.6
2019-05-16,264.47,263577,254023,0.26,26549,50641334.152295,62.87,437872,1333.1,7,161412.0335,28059.7716890134,2028.509,2876.32,9.0741508028301e+20,908208,6416,64360376,15.29,359.3
2019-05-17,244.84,233620,223154,0.22,25690,50308167.4802404,62.76,410503,1322.5,7,170929.3098,25980.4403427987,2115.801,2859.53,7.40510659253389e+20,810320,5501,64466030,15.96,365.4
2019-05-18,233.96,210610,194382,0.18,23032,50308167.4802404,62.76,418775,1322.5,7,171711.2012,24829.1178491437,2162.66,2859.53,5.57079293089373e+20,735420,4450,64565475,15.96,365.4
2019-05-19,260.9,206291,180748,0.17,21899,50308167.4802404,62.76,452853,1322.5,4,168230.642,27691.6839255656,2115.431,2859.53,4.81723832745491e+20,752431,4568,64668107,15.96,365.4
2019-05-20,252.1,222817,200037,0.17,24951,53659544.8294566,63.1,468141,1324.2,4,165541.0784,26761.0645120156,2094.413,2840.23,5.67687031982251e+20,860161,5212,64760016,16.309999,373.7
2019-05-21,254.94,238840,218696,0.15,23950,53659544.8294566,62.99,423008,1320.1,4,163076.6483,27065.9833909106,2059.313,2864.36,4.65357809709244e+20,812799,5154,64879385,14.95,346.1
2019-05-22,243.46,220629,204617,0.18,25634,53659544.8294566,61.42,516085,1321.3,4,164945.575,25850.5223382306,2063.611,2856.27,6.4087975646521e+20,873384,4842,64974743,14.75,339.9
2019-05-23,245.6,224739,203102,0.16,25428,52659677.5344978,57.91,466466,1331.8,4,162420.2795,26081.071279525,2051.025,2822.24,5.52521722338055e+20,846724,4888,65079860,16.92,373.5
2019-05-24,249.61,235089,205049,0.16,25641,52659677.5344978,58.63,501874,1330.1,4,159701.1251,26510.3009782666,2007.008,2826.06,5.96560455100532e+20,904057,7457,65189048,15.85,362.4
2019-05-25,251.49,217246,188962,0.13,23055,52659677.5344978,58.63,475844,1330.1,4,162225.7339,26713.4325338091,2016.154,2826.06,4.44604120351161e+20,839949,7118,65293262,15.85,362.4
2019-05-26,268.26,211793,178522,0.13,21835,54992701.222735,58.77,402136,1284.15,5,161032.7064,28498.4153550994,2014.949,2826.06,3.5958624627893e+20,763094,6179,65384592,15.85,362.4
2019-05-27,271.83,256429,227812,0.18,26746,54992701.222735,59.16,540432,1284.95,5,165801.474,28881.3644908547,2084.582,2826.06,6.16238235263269e+20,941733,6215,65492650,15.85,362.4
2019-05-28,271.45,239014,230778,0.18,25652,54992701.222735,59.14,486792,1323.3,5,161367.1711,28844.6574626234,2038.62,2802.39,5.9833988507256e+20,910535,6006,65610775,17.5,378.2
2019-05-29,269.6,244926,236069,0.19,26071,57992303.1076115,58.81,544015,1326.5,5,171496.9579,28651.805824525,2118.881,2783.02,6.65451469598683e+20,947509,5514,65733367,17.9,388.1
2019-05-30,254.45,243970,221801,0.2,25711,57992303.1076115,56.59,489077,1341.4,5,168020.9482,27045.1438516328,2144.631,2788.86,6.9334295986774e+20,891907,6116,65834013,17.299999,378.1
2019-05-31,267.42,265127,227931,0.19,23397,57992303.1076115,53.5,527326,1357.5,5,169060.8842,28427.3851254431,2100.8,2752.06,6.21670157095932e+20,870676,5013,65971460,18.709999,401.4
2019-06-01,264.71,335814,246666,0.17,25187,55994233.735333,53.5,560662,1357.5,5,169032.1384,28142.9146716791,2112.902,2752.06,5.97692901645776e+20,956751,4189,66167352,18.709999,401.4
2019-06-02,269.31,258429,272013,0.13,24320,55994233.735333,53.5,480786,1357.5,4,170485.9048,28635.6130209178,2151.619,2752.06,4.21116951518707e+20,890894,3724,66352088,18.709999,401.4
2019-06-03,249.61,237843,254113,0.15,25335,55994233.735333,53.25,484457,1372.9,4,163195.0397,26544.2901535578,2063.523,2744.45,5.30903657384092e+20,889067,5160,66504265,18.860001,405.6
2019-06-04,241.1,245237,204699,0.15,25298,57106701.9552403,53.48,495701,1373.9,4,164488.7217,25642.5825662719,2071.997,2803.27,5.38360868865039e+20,891955,5116,66609528,16.969999,373.8
2019-06-05,246.16,220957,187170,0.16,23410,57106701.9552403,51.68,480533,1377.6,4,162120.4283,26184.1106864025,2023.578,2826.15,5.17528171914268e+20,799392,4563,66699368,16.09,361.3
2019-06-06,249.43,285798,190656,0.15,23387,57106701.9552403,52.59,519479,1385.9,4,168419.0153,26535.3587114416,2100.679,2843.49,4.89340277278435e+20,824817,4234,66816264,15.93,350.9
2019-06-07,249.54,195934,172980,0.15,22693,58589992.9151166,53.99,402846,1389.3,4,167649.4198,26550.4330779769,2119.226,2873.34,4.53830995374379e+20,758454,3814,66913083,16.299999,354.3
2019-06-08,244.4,186530,155042,0.18,28245,58589992.9151166,53.99,571902,1389.3,4,163030.2239,26006.8447416375,2064.763,2873.34,7.2215021946695e+20,992653,3583,66984583,16.299999,354.3
2019-06-09,231.43,239642,160455,0.11,20388,58589992.9151166,53.99,368215,1389.3,3,159778.6588,24629.8174280966,2025.066,2873.34,3.50745638782079e+20,715741,4142,67079195,16.299999,354.3
2019-06-10,247.96,219017,173843,0.2,27708,58219170.1751475,53.26,609561,1374.3,3,163745.7268,26392.4250682988,2030.955,2886.73,7.6752284095101e+20,963694,4615,67152389,15.94,349.8
2019-06-11,245.16,285275,175674,0.16,27086,58219170.1751475,53.27,513576,1376.4,3,161584.9525,26097.7218859913,2036.31,2885.72,5.9719427217505e+20,930038,4973,67229108,15.99,350.6
2019-06-12,263.05,379140,175850,0.12,24645,58219170.1751475,51.14,369428,1381.2,3,161245.1261,28005.7150606203,2029.659,2879.84,3.87462395878498e+20,860682,7642,67314025,15.91,348.3
2019-06-13,255.09,251005,196774,0.13,22168,55994233.735333,52.28,361793,1388.1,3,158745.7391,27161.7123502209,1999.363,2891.64,3.93640417610607e+20,749758,9811,67410532,15.82,345.6
2019-06-14,263.76,241199,193791,0.16,23694,55994233.735333,52.51,454653,1388.9,3,159829.0172,28088.4781119075,2004.824,2886.98,5.09056145446257e+20,825364,8100,67496606,15.28,340.8
2019-06-15,269.22,232835,228024,0.19,26219,55994233.735333,52.51,576733,1388.9,3,160137.3641,28673.5883194819,2010.443,2886.98,6.50059710585365e+20,938952,6299,67579551,15.28,340.8
2019-06-16,268.53,343882,223747,0.12,23509,47882020.4805591,52.51,435570,1388.9,5,160811.7646,28603.7763862284,2005.505,2886.98,3.8764744011686e+20,888979,8700,67666060,15.28,340.8
2019-06-17,273.92,219556,192571,0.21,26723,47882020.4805591,51.93,596076,1387,5,161713.7849,29181.65442824,2024.351,2889.67,7.20796944870326e+20,944094,9308,67774465,15.35,335
2019-06-18,264.51,232195,201866,0.15,24478,47882020.4805591,53.9,501268,1394.8,5,160000.6762,28182.7382659678,2029.071,2917.75,4.86262833775061e+20,850016,7346,67909918,15.15,331.1
2019-06-19,269.01,225050,196256,0.17,26787,65193212.5004535,53.76,505683,1391.2,5,163011.8685,28665.8490748022,2052.795,2926.46,5.68027638809634e+20,886054,6837,68002791,14.33,313.6
2019-06-20,272.21,207850,189142,0.21,28152,65193212.5004535,56.65,647489,1436,5,162069.9412,29010.5528676972,2030.28,2954.18,7.77395717441241e+20,985024,6487,68092114,14.75,316.3
2019-06-21,296.03,263751,201663,0.16,22975,65193212.5004535,57.43,414255,1439,5,159418.4325,31553.1362846678,2021.984,2950.46,4.0916289039956e+20,777627,6497,68204563,15.4,326.5
2019-06-22,309.41,252761,202478,0.16,21933,51933576.0596833,57.43,375734,1439,5,159827.2427,32983.5184725372,1995.243,2950.46,3.8376141748602e+20,758133,5988,68314866,15.4,326.5
2019-06-23,307.37,231486,179403,0.16,22344,51933576.0596833,57.43,415711,1439,7,162318.9054,32770.2500045922,2028.399,2950.46,4.02142929856901e+20,773499,4915,68410126,15.4,326.5
2019-06-24,311.22,242331,208238,0.18,24260,51933576.0596833,57.9,443672,1457,7,166178.5326,33184.9757374931,2075.13,2945.35,4.79551355699423e+20,809637,6423,68528926,15.26,321.3
2019-06-25,316.53,242531,204237,0.24,26961,53775192.2320125,57.83,574105,1457.4,7,167034.8124,33755.4916998778,2092.173,2917.38,7.20566889050072e+20,932194,5481,68626722,16.280001,334.7
2019-06-26,333.76,277627,228343,0.28,27234,53775192.2320125,59.38,403462,1453.9,7,174451.6268,35597.50087565,2180.015,2913.78,7.03805023221904e+20,848601,6915,68736396,16.209999,329.9
2019-06-27,294.07,240819,219908,0.28,25364,53775192.2320125,59.43,390526,1450.6,7,172580.466,31368.3220580953,2167.92,2924.92,7.73847825111018e+20,814118,5920,68848352,15.82,321.9
2019-06-28,309.37,219619,201524,0.23,28620,64293187.5738079,58.47,644207,1452.9,7,169995.0119,33004.5862728891,2128.016,2941.76,7.52316174743894e+20,1004170,5910,68939896,15.08,314.9
2019-06-29,317.32,212647,185798,0.21,21175,64293187.5738079,58.47,390904,1452.9,7,174666.3416,33857.0433412963,2189.983,2941.76,4.80848501071819e+20,733337,5903,69032634,15.08,314.9
2019-06-30,290.15,187553,173575,0.2,20644,64293187.5738079,58.47,438698,1452.9,6,174456.9459,30962.0462344266,2187.357,2941.76,4.71733301731479e+20,685958,4817,69103250,15.08,314.9
2019-07-01,294.17,212787,192178,0.24,27639,56404452.902175,59.09,628645,1429.7,6,172460.4335,31395.0268698722,2164.524,2964.33,7.83261353958773e+20,951985,5281,69181168,14.06,289.1
2019-07-02,291.61,276388,184306,0.19,26119,56404452.902175,56.25,610490,1448.9,6,175169.9131,31125.7904568222,2195.023,2973.01,5.86406619538677e+20,895054,5333,69267222,12.93,273
2019-07-03,302.17,252567,189650,0.17,23075,56404452.902175,57.34,507033,1462.1,6,169411.2432,32257.0347214122,2137.119,2995.82,4.17480016325382e+20,753227,9184,69373233,12.57,270
2019-07-04,283.1,243525,180283,0.14,22679,65870934.5081345,56.8,465329,1423.55,6,168938.6016,30225.1465960469,2117.861,2995.82,3.78309812399594e+20,747514,6762,69471574,12.57,270
2019-07-05,287.9,223727,162530,0.18,24935,65870934.5081345,57.51,570524,1442.7,6,169048.8549,30741.5128490094,2136.291,2990.41,5.20894479312114e+20,849080,4967,69549941,13.28,271.5
2019-07-06,287.98,204291,150193,0.18,26562,65870934.5081345,57.51,524755,1442.7,6,174383.7818,30754.0247485144,2160.728,2990.41,4.5895792260982e+20,754040,4356,69641677,13.28,271.5
2019-07-07,306.43,176693,151163,0.15,25644,60348820.2379915,57.51,401731,1442.7,10,171995.4145,32728.5369452153,2150.254,2990.41,2.92500517738876e+20,582067,4347,69746648,13.28,271.5
2019-07-08,313.34,223436,175956,0.21,30983,60348820.2379915,57.66,500464,1443.4,10,170731.7849,33470.8466194794,2135.383,2975.95,5.33539068475715e+20,809796,5804,69835209,13.96,283.3
2019-07-09,307.89,243354,185645,0.18,23460,60348820.2379915,57.83,421958,1444.4,10,174574.869,32892.8895830391,2183.766,2979.63,4.42101563412205e+20,771955,7138,69925673,14.09,284.2
2019-07-10,288.64,224482,181501,0.15,22416,58125055.9333793,60.43,391756,1456.6,10,175227.6061,30840.27937518,2197.977,2993.07,3.75450974091071e+20,736096,8031,70020052,13.03,271.1
2019-07-11,268.56,204716,176719,0.2,28000,58125055.9333793,60.2,634787,1451.4,10,179304.7615,28698.4695849525,2236.779,2999.91,7.31771198653947e+20,975288,6569,70096363,12.93,264.5
2019-07-12,275.41,226778,176204,0.16,22371,58125055.9333793,60.21,414775,1457,10,179359.1291,29434.1809141878,2269.238,3013.77,4.22040523332083e+20,726392,5919,70198681,12.39,257.6
2019-07-13,268.94,175470,144131,0.14,17767,63532037.8806704,60.21,325832,1457,10,178738.4731,28746.3772563931,2237.792,3013.77,3.10646839328341e+20,587283,5733,70284584,12.39,257.6
2019-07-14,226.16,182150,159933,0.15,19199,63532037.8806704,60.21,374915,1457,14,182054.5074,24176.8383280875,2259.987,3013.77,4.05898060718156e+20,613490,5176,70365432,12.39,257.6
2019-07-15,228.14,223614,183300,0.15,36630,63532037.8806704,59.58,439144,1458.4,14,180056.646,24391.5836583994,2279.064,3014.3,4.97647511036428e+20,743294,5909,70472575,12.68,256.7
2019-07-16,198.71,167836,166323,0.2,30145,72994256.2884298,57.62,710256,1456.6,14,174846.4557,21247.7674325084,2199.583,3004.04,1.01643091024685e+21,1003278,6359,70535614,12.86,258.2
2019-07-17,211.29,212531,182535,0.19,25513,72994256.2884298,56.78,527516,1469.3,14,179646.5336,22595.8119906797,2246.232,2984.42,7.40726374878253e+20,830029,6507,70611841,13.97,266.6
2019-07-18,226.09,202375,166640,0.13,25430,72994256.2884298,55.3,394262,1474,14,179801.3623,24181.6546760447,2244.27,2995.11,3.78335949684812e+20,667874,5894,70697578,13.53,263.6
2019-07-19,221.28,208435,155476,0.16,24035,53168655.8150291,55.63,588067,1472.3,14,173673.0553,23670.180679215,2200.521,2976.61,5.98178411916682e+20,815548,5372,70765648,14.45,267.5
2019-07-20,228.71,175025,147569,0.11,17756,53168655.8150291,55.63,476458,1472.3,14,177854.7534,24468.0978324922,2219.973,2976.61,2.87871159164884e+20,584085,4475,70860463,14.45,267.5
2019-07-21,225.4,158932,133315,0.12,16272,53168655.8150291,55.63,382260,1472.3,3,173257.495,24117.0237294438,2200.419,2976.61,2.73519755709477e+20,522416,4397,70958029,14.45,267.5
2019-07-22,217.22,185911,181629,0.11,19019,71191928.9726661,56.22,439923,1472.8,3,172778.6891,23244.7609183731,2163.176,2985.03,3.18683400911393e+20,640666,5911,71055412,13.53,260
2019-07-23,212.21,175660,158326,0.12,19176,71191928.9726661,56.77,401105,1467.6,3,175478.344,22711.5395576372,2197.931,3005.47,3.47101450183944e+20,606795,5467,71155345,12.61,245.9
2019-07-24,216.66,163977,150687,0.18,26210,71191928.9726661,55.88,649104,1469.7,3,176912.3762,23190.7562397506,2213.006,3019.56,7.36252411544568e+20,907213,5089,71231625,12.07,236.3
2019-07-25,219.41,171650,147804,0.17,27839,67211666.9196491,56.02,738952,1461.2,3,175360.1291,23488.0848884572,2208.939,3003.67,7.26772894122952e+20,949864,4969,71308449,12.74,246.4
2019-07-26,219.23,193853,157649,0.12,19444,67211666.9196491,56.2,452319,1467.2,3,174397.9111,23471.8126853822,2181.236,3025.86,3.60854794329334e+20,640260,5190,71409635,12.16,237.8
2019-07-27,219.85,183581,157309,0.13,17755,67211666.9196491,56.2,370195,1467.2,3,179382.5403,23541.2006333047,2244.23,3025.86,3.35070288414844e+20,577697,4250,71499965,12.16,237.8
2019-07-28,211.15,175714,154914,0.1,17274,78413611.4062573,56.2,420876,1467.2,3,176411.9848,22612.4821410984,2227.385,3025.86,2.61507477742059e+20,572697,4264,71605072,12.16,237.8
2019-07-29,211.52,194275,164317,0.11,20132,78413611.4062573,56.87,388084,1468.5,3,175646.1396,22654.95951769,2228.789,3020.97,3.48035384126406e+20,676990,5350,71697460,12.83,240.3
2019-07-30,209.82,231895,171665,0.11,20527,78413611.4062573,58.05,396732,1477.3,3,180307.3545,22475.7639396956,2245.719,3013.18,3.80940767996536e+20,715782,7717,71782400,13.94,249.3
2019-07-31,218.7,192339,166916,0.13,20452,76621300.2883999,58.58,469935,1473.3,3,174941.351,23429.9403870469,2214.318,2980.38,4.09461194940423e+20,684284,10191,71870226,16.120001,269.9
2019-08-01,217.51,176407,166912,0.18,25699,76621300.2883999,53.95,629037,1468.5,3,173228.7337,23305.3956893547,2186.554,2953.56,7.06762330574442e+20,877643,5972,71939514,17.870001,301.2
2019-08-02,217.7,202374,164871,0.14,22452,76621300.2883999,55.66,525894,1492.3,3,176081.4457,23328.7527835469,2186.467,2932.05,4.9217348702438e+20,768312,5265,72018704,17.610001,306
2019-08-03,217.73,162010,149165,0.16,22397,77517455.8473286,55.66,542085,1492.3,3,178405.7882,23334.9450577691,2231.041,2932.05,5.74254800738531e+20,783492,4363,72096877,17.610001,306
2019-08-04,222.7,175035,143678,0.1,18037,77517455.8473286,55.66,406690,1492.3,3,180738.4185,23870.6269301531,2275.029,2932.05,2.62589046260636e+20,569134,4009,72192797,17.610001,306
2019-08-05,233.19,230537,182972,0.12,21331,77517455.8473286,54.69,435381,1509.6,3,183235.7199,24998.2051323684,2296.427,2844.74,3.67298889386145e+20,718438,4908,72278751,24.59,370.1
2019-08-06,228.7,240780,196931,0.12,21464,79916269.034042,53.63,419206,1516.7,3,182823.2826,24519.9834582094,2300.602,2881.77,3.9967739235927e+20,732052,4725,72386075,20.17,335
2019-08-07,225.99,209321,179840,0.11,21790,79916269.034042,51.09,471888,1551.6,3,184308.3472,24232.5257133403,2304.188,2883.98,3.72357085104385e+20,742477,4853,72476636,19.49,338.3
2019-08-08,221.18,213040,164406,0.12,21149,79916269.034042,52.54,532040,1542,3,182923.0343,23719.7481045494,2313.651,2938.09,3.90582468011035e+20,692736,4482,72553375,16.91,308
2019-08-09,210.47,221345,174698,0.12,21193,72967028.2484731,54.5,453939,1541.5,3,181114.8757,22574.0378883297,2289.775,2918.65,4.11540538046807e+20,721762,4081,72636554,17.969999,324.7
2019-08-10,206.26,206305,159282,0.11,18119,72967028.2484731,54.5,364099,1541.5,3,186207.4469,22125.3248947269,2320.543,2918.65,3.21574615003184e+20,630929,3650,72724567,17.969999,324.7
2019-08-11,216.39,181987,152900,0.11,16995,72967028.2484731,54.5,325984,1541.5,3,181715.4689,23214.8894485097,2298.714,2918.65,2.8709494896591e+20,582507,3638,72817777,17.969999,324.7
2019-08-12,211.28,241695,171273,0.11,20175,66017787.4629043,54.93,419338,1550,3,184513.6914,22669.5653077525,2309.763,2883.75,3.79614137912085e+20,712949,4050,72922334,21.09,359.9
2019-08-13,208.62,210751,186453,0.13,20533,66017787.4629043,57.1,419155,1547.7,3,183968.935,22386.9868200731,2321.781,2926.32,4.42189111129728e+20,698671,4449,73025058,17.52,319.9
2019-08-14,186.49,220037,182422,0.11,21869,66017787.4629043,55.23,415500,1561,3,182841.3072,20014.7701041353,2287.502,2840.6,4.23557030430018e+20,736647,4277,73108904,22.1,385.8
2019-08-15,188.24,194684,174651,0.14,20987,77930771.6667366,54.47,396836,1563.7,3,182862.8915,20205.1289214775,2316.621,2847.6,4.95115214127143e+20,689076,4256,73189676,21.18,372.3
2019-08-16,185.41,219878,177870,0.1,21163,77930771.6667366,54.87,431346,1556.2,3,182737.0873,19903.8998748491,2286.198,2888.68,3.80932535910019e+20,718875,4367,73270243,18.469999,341.4
2019-08-17,185.69,179065,164326,0.08,18717,77930771.6667366,54.87,388555,1556.2,3,186578.2674,19936.4919369041,2342.395,2888.68,2.85605634390668e+20,641106,3748,73352533,18.469999,341.4
2019-08-18,194.77,179628,149968,0.09,18467,62740159.3489764,54.87,376579,1556.2,3,179556.5396,20914.0013068478,2267.751,2888.68,2.92731797020734e+20,627260,3685,73432552,18.469999,341.4
2019-08-19,202.43,210291,170635,0.13,21289,62740159.3489764,56.21,432247,1544,3,179945.771,21739.2452960966,2281.337,2923.65,4.58941730801327e+20,724461,4546,73504450,16.879999,303.8
2019-08-20,196.55,218875,182397,0.13,21151,62740159.3489764,56.34,437246,1548,3,178785.0863,21110.4612937828,2245.208,2900.51,4.69550973645115e+20,733520,4244,73584923,17.5,315
2019-08-21,187.32,219927,190462,0.14,21228,68846457.984608,55.68,461021,1548.2,3,177566.9045,20121.6659961188,2228.614,2924.43,5.59503433834394e+20,731500,4269,73673279,15.8,291
2019-08-22,190.74,212934,175115,0.13,21494,68846457.984608,55.35,447824,1541.1,3,171272.3935,20491.6047921131,2180.014,2922.95,4.89346336601248e+20,737144,4324,73745380,16.68,297.7
2019-08-23,194.64,226519,173821,0.12,21119,68846457.984608,54.17,448374,1570.2,3,177598.6117,20913.2596783275,2212.62,2847.11,4.57983069608466e+20,733282,4246,73819745,19.870001,353.2
2019-08-24,191.08,205294,157878,0.11,19992,80995832.9230682,54.17,410952,1570.2,3,173067.8396,20533.2918561612,2229.803,2847.11,3.92340555421209e+20,684235,3679,73898038,19.870001,353.2
2019-08-25,186.58,196810,151747,0.14,22498,80995832.9230682,54.17,429949,1570.2,3,174801.3614,20052.3027252994,2165.281,2847.11,5.11208664027388e+20,677260,3400,73975735,19.870001,353.2
2019-08-26,188.46,222499,170852,0.16,24261,80995832.9230682,53.64,446151,1569.8,3,177089.2406,20256.8953716956,2246.441,2878.38,6.32280199727374e+20,750845,4377,74044657,19.32,340
2019-08-27,187.17,225536,166569,0.12,22150,68340234.0288388,54.93,470872,1584.5,3,170420.4691,20120.7721749028,2154.57,2869.16,4.98350931196932e+20,748158,4440,74109696,20.309999,348.7
2019-08-28,173.01,212133,165294,0.12,21543,68340234.0288388,55.78,431219,1581.2,3,173711.3269,18600.9284604366,2181.491,2887.94,5.10605809006714e+20,722262,4817,74179099,19.35,337.6
2019-08-29,168.95,214547,171792,0.12,21323,68340234.0288388,56.71,435426,1569.9,3,179236.6472,18166.7468753953,2230.133,2924.58,5.17001416257187e+20,724189,4515,74246618,17.879999,316.7
2019-08-30,168.52,207292,161186,0.12,21067,80995832.9230682,55.1,450518,1563.1,3,180476.1969,18122.8057968788,2265.128,2926.46,5.00215056063499e+20,713194,4258,74307021,18.98,317.5
2019-08-31,172.15,194124,151537,0.11,19888,80995832.9230682,55.1,422366,1563.1,3,177978.4232,18515.5174771016,2241.594,2926.46,4.4468848205775e+20,679773,3330,74366516,18.98,317.5
2019-09-01,171.42,191483,139878,0.11,20134,80995832.9230682,54.8,435149,1538.05,3,176687.9581,18439.3277250131,2227.939,2926.46,4.56946080093522e+20,690235,2905,74421789,18.98,317.5
2019-09-02,178.76,230213,161900,0.13,22052,79786349.9315495,54.66,459161,1535.15,3,178611.112,19231.3142835913,2243.349,2926.46,5.62905739994953e+20,757539,3703,74479463,18.98,317.5
2019-09-03,179.13,223411,162079,0.13,21631,79786349.9315495,53.94,456546,1589.1,3,179057.3439,19273.5348653859,2273.744,2906.27,5.52067618597658e+20,751224,3571,74545447,19.66,340.5
