2021-12-06 19:30:32, 0, 91.26179296780442, 38, 4.917383193969727e-09, 5.215583047587463e+16
2021-12-06 19:30:33, 1, 82.8923725162056, 30, -3.21120023727417e-09, 1.7192691005703324e+16
2021-12-06 19:31:09, 47, 96.1440327691779, 30, -8.940696716308593e-10, 781849028840128.5
2021-12-06 19:31:17, 58, 94.4261063173663, 30, -2.9802322387695313e-10, 498463390293819.4
2021-12-06 19:32:00, 110, 93.0699631571785, 30, 2.473592758178711e-09, 256327793942462.47
2021-12-06 19:32:05, 117, 91.2954504012449, 30, 3.159046173095703e-09, 181791065324388.34
2021-12-06 19:33:29, 221, 97.73716761203968, 28, 3.8743019104003904e-10, 59507798450372.61
2021-12-06 19:33:59, 259, 102.99565083433995, 28, -1.0728836059570312e-09, 61147866692845.57
2021-12-06 19:34:04, 266, 102.04511616233887, 28, -4.097819328308106e-09, 55946829589643.266
2021-12-06 19:34:10, 273, 102.10440782411868, 28, 1.341104507446289e-09, 41510237521313.79
2021-12-06 19:43:03, 887, 95.45121997305664, 28, 2.8014183044433594e-09, 24286471590510.594
2021-12-06 19:44:11, 965, 97.39064665012329, 28, 2.384185791015625e-10, 8746380474449.92
2021-12-06 19:49:51, 1402, 98.83611447182061, 28, 4.053115844726563e-09, 66245832231354.37
2021-12-06 19:51:51, 1560, 98.97065738957865, 28, 2.9802322387695313e-10, 13842531024371.713
2021-12-06 20:20:14, 3815, 99.40418266885698, 24, -2.0265579223632814e-09, 1481980921774.08
2021-12-06 20:31:08, 4679, 105.27798632714504, 0, -2.384185791015625e-09, 24956354145812.48
