2021-12-12 13:50:02, 0, -2276.3800599804463, 26, 0.0001885484904050827, 5887.283685546875
2021-12-12 13:50:04, 1, -1364.9224873209102, 34, 0.0005400221943855285, 16115.741640625
2021-12-12 13:50:21, 16, -1156.6897770405722, 54, -0.0003141763210296631, 10828.784015625
2021-12-12 13:50:26, 20, -980.9701177096249, 48, -0.0009415717869997025, 110879.079
2021-12-12 13:51:16, 63, -1128.1029497281352, 3, -0.00019463199377059935, 49875.432625
2021-12-12 13:51:27, 72, -988.0385200246557, 3, 0.00041244375705718996, 71927.39834375
2021-12-12 13:51:29, 73, -738.3599277633732, 5, 0.0003707793112844229, 2939024.909
2021-12-12 13:51:39, 82, 176.2214512328327, 5, -0.0004720336422324181, 14697066.864
2021-12-12 13:51:51, 92, 757.1899555342545, 5, 0.00032963252067565917, 39681361.056
2021-12-12 13:58:19, 426, 870.8208124423752, 3, 0.000537245512008667, 115817699.328
