2022-01-18 10:40:24, 0, 25.48759870262964, 36, -0.03292062221467495, 1895.510008354187
2022-01-18 10:40:32, 5, -41.024457704060445, 32, -0.019061968609690665, 3127.050109191894
2022-01-18 10:40:38, 9, -30.785893627102087, 40, -0.04934039688110351, 35108.88301025391
2022-01-18 10:40:46, 14, 36.136252458800726, 69, -0.015965914394706487, 401153.896578125
2022-01-18 10:40:50, 17, 142.99450075906807, 75, -0.016964259970933197, 409394.46653125
2022-01-18 10:42:35, 83, 41.775330916565785, 42, -0.009935938909649849, 16374389.399500001
2022-01-18 10:42:41, 87, 178.04207477473906, 23, -0.01113754279911518, 27706416.512000002
2022-01-18 10:43:48, 132, 916.7932412558064, 3, -0.01344164052605629, 687953661.5239999
2022-01-18 10:43:50, 133, 1782.3577546363847, 6, -0.00920773351751268, 1776611524.816
2022-01-18 10:44:04, 142, 3136.7189682027315, 5, -0.012327426195144653, 1097287832.832
2022-01-18 13:38:48, 7473, 3356.952507475736, 21, -0.03605409035086632, 498764517.18399996
2022-01-18 16:49:19, 15477, 4096.5914413711835, 19, 0.038285962227731944, 1038878672.4639999
