2022-01-04 15:32:40, 0, -28762.00077372676, 41, -0.0597713378816843, 218534.1785859375
2022-01-04 15:32:47, 4, -29073.347690359304, 64, -0.056867801107466226, 1342064.752625
2022-01-04 15:32:50, 6, -24823.60735356984, 74, -0.014477264750748873, 515059.47442187497
2022-01-04 15:48:09, 646, -33740.53644973762, 67, -0.022843264374881985, 78639963.2315
2022-01-04 18:40:31, 7929, -30441.558408529276, 94, -0.05035917800664902, 49972717.875999995
2022-01-04 19:13:15, 9030, -19284.23433016136, 64, -0.06196313108317554, 29729128.7155
2022-01-04 20:37:43, 11015, -28367.893474654105, 74, 0.0011097778901457784, 1145388785.088
2022-01-04 20:39:57, 11064, -4546.6299573026245, 4, -0.04721206691116094, 22629012177.92
2022-01-05 04:12:10, 29474, 39735.38811700078, 8, 0.02092382937669754, 46509335641.08799
2022-01-05 06:03:58, 34112, 6391.948134961687, 4, -0.03172880107164383, 40158601383.936005
